"test5.gene"	"test5.count"
"2057"	"MEI5"	25
"2058"	"MEK1"	151
"2059"	"MEP1"	58
"2060"	"MEP2"	47
"2061"	"MEP3"	31
"2062"	"MER1"	15
"2063"	"MES1"	41
"2064"	"MET10"	41
"2065"	"MET12"	59
"2066"	"MET13"	22
"2067"	"MET14"	49
"2068"	"MET16"	62
"2069"	"MET17"	28
"2070"	"MET18"	244
"2071"	"MET2"	12
"2072"	"MET22"	145
"2073"	"MET28"	54
"2074"	"MET3"	17
"2075"	"MET30"	114
"2076"	"MET31"	42
"2077"	"MET32"	43
"2078"	"MET4"	49
"2079"	"MET5"	44
"2080"	"MET6"	105
"2081"	"MET7"	125
"2082"	"MET8"	21
"2083"	"MEU1"	29
"2084"	"MEX67"	181
"2085"	"MFA1"	8
"2086"	"MFA2"	66
"2087"	"MF(ALPHA)1"	8
"2088"	"MF(ALPHA)2"	5
"2089"	"MFB1"	52
"2090"	"MFG1"	55
"2091"	"MFM1"	57
"2092"	"MFT1"	209
"2093"	"MGA1"	36
"2094"	"MGA2"	310
"2095"	"MGE1"	119
"2096"	"MGL2"	43
"2097"	"MGM1"	102
"2098"	"MGM101"	206
"2099"	"MGR1"	158
"2100"	"MGR2"	103
"2101"	"MGR3"	120
"2102"	"MGS1"	67
"2103"	"MGT1"	37
"2104"	"MHF1"	12
"2105"	"MHF2"	17
"2106"	"MHO1"	9
"2107"	"MHP1"	85
"2108"	"MHR1"	52
"2109"	"MHT1"	12
"2110"	"MIA40"	80
"2111"	"MIC10"	47
"2112"	"MIC12"	38
"2113"	"MIC19"	59
"2114"	"MIC26"	25
"2115"	"MIC27"	29
"2116"	"MIC60"	313
"2117"	"MID1"	89
"2118"	"MID2"	161
"2119"	"MIF2"	70
"2120"	"MIG1"	169
"2121"	"MIG2"	37
"2122"	"MIG3"	14
"2123"	"MIH1"	77
"2124"	"MIL1"	24
"2125"	"MIM1"	19
"2126"	"MIP1"	171
"2127"	"MIP6"	18
"2128"	"MIR1"	71
"2129"	"MIS1"	97
"2130"	"MKC7"	36
"2131"	"MKK1"	107
"2132"	"MKK2"	81
"2133"	"MKS1"	149
"2134"	"MKT1"	74
"2135"	"MLC1"	88
"2136"	"MLC2"	23
"2137"	"MLF3"	31
"2138"	"MLH1"	122
"2139"	"MLH2"	27
"2140"	"MLH3"	16
"2141"	"MLP1"	219
"2142"	"MLP2"	309
"2143"	"MMF1"	80
"2144"	"MMM1"	440
"2145"	"MMP1"	21
"2146"	"MMR1"	246
"2147"	"MMS1"	192
"2148"	"MMS2"	140
"2149"	"MMS21"	62
"2150"	"MMS22"	951
"2151"	"MMS4"	164
"2152"	"MMT1"	12
"2153"	"MMT2"	21
"2154"	"MND1"	20
"2155"	"MND2"	63
"2156"	"MNE1"	109
"2157"	"MNL1"	26
"2158"	"MNL2"	32
"2159"	"MNN1"	32
"2160"	"MNN10"	385
"2161"	"MNN11"	500
"2162"	"MNN2"	141
"2163"	"MNN4"	41
"2164"	"MNN5"	16
"2165"	"MNN9"	36
"2166"	"MNP1"	32
"2167"	"MNR2"	34
"2168"	"MNS1"	40
"2169"	"MNT2"	20
"2170"	"MNT3"	11
"2171"	"MOB1"	82
"2172"	"MOB2"	40
"2173"	"MOD5"	57
"2174"	"MOG1"	192
"2175"	"MOH1"	18
"2176"	"MON1"	188
"2177"	"MON2"	268
"2178"	"MOT1"	162
"2179"	"MOT2"	189
"2180"	"MOT3"	122
"2181"	"MPA43"	35
"2182"	"MPC1"	50
"2183"	"MPC2"	29
"2184"	"MPC3"	19
"2185"	"MPC54"	30
"2186"	"MPD1"	30
"2187"	"MPD2"	45
"2188"	"MPE1"	72
"2189"	"MPH1"	118
"2190"	"MPH3"	42
"2191"	"MPM1"	28
"2192"	"MPO1"	22
"2193"	"MPP10"	106
"2194"	"MPP6"	43
"2195"	"MPS1"	170
"2196"	"MPS2"	76
"2197"	"MPS3"	181
"2198"	"MPT5"	65
"2199"	"MRC1"	410
"2200"	"MRD1"	62
"2201"	"MRE11"	536
"2202"	"MRF1"	13
"2203"	"MRH1"	79
"2204"	"MRH4"	44
"2205"	"MRI1"	26
"2206"	"MRK1"	44
"2207"	"MRL1"	63
"2208"	"MRM1"	46
"2209"	"MRM2"	51
"2210"	"MRP1"	35
"2211"	"MRP13"	36
"2212"	"MRP20"	34
"2213"	"MRP4"	88
"2214"	"MRP49"	69
"2215"	"MRP7"	33
"2216"	"MRP8"	46
"2217"	"MRPL1"	58
"2218"	"MRPL10"	54
"2219"	"MRPL11"	19
"2220"	"MRPL13"	32
"2221"	"MRPL15"	19
"2222"	"MRPL16"	43
"2223"	"MRPL17"	28
"2224"	"MRPL19"	15
"2225"	"MRPL22"	29
"2226"	"MRPL23"	14
"2227"	"MRPL24"	22
"2228"	"MRPL25"	16
"2229"	"MRPL27"	18
"2230"	"MRPL28"	30
"2231"	"MRPL3"	33
"2232"	"MRPL32"	11
"2233"	"MRPL35"	38
"2234"	"MRPL36"	31
"2235"	"MRPL37"	12
"2236"	"MRPL38"	13
"2237"	"MRPL4"	36
"2238"	"MRPL40"	31
"2239"	"MRPL50"	60
"2240"	"MRPL7"	26
"2241"	"MRPL8"	20
"2242"	"MRPL9"	57
"2243"	"MRPS12"	24
"2244"	"MRPS16"	38
"2245"	"MRPS17"	26
"2246"	"MRPS28"	31
"2247"	"MRPS35"	30
"2248"	"MRPS5"	60
"2249"	"MRPS9"	23
"2250"	"MRS1"	24
"2251"	"MRS2"	70
"2252"	"MRS3"	23
"2253"	"MRS4"	52
"2254"	"MRS6"	38
"2255"	"MRT4"	240
"2256"	"MRX12"	27
"2257"	"MRX14"	12
"2258"	"MSA1"	55
"2259"	"MSA2"	47
"2260"	"MSB1"	37
"2261"	"MSB2"	57
"2262"	"MSB3"	72
"2263"	"MSB4"	89
"2264"	"MSC1"	443
"2265"	"MSC2"	29
"2266"	"MSC3"	31
"2267"	"MSC6"	74
"2268"	"MSC7"	62
"2269"	"MSD1"	66
"2270"	"MSE1"	12
"2271"	"MSF1"	50
"2272"	"MSG5"	73
"2273"	"MSH1"	54
"2274"	"MSH2"	177
"2275"	"MSH3"	41
"2276"	"MSH4"	90
"2277"	"MSH5"	29
"2278"	"MSH6"	75
"2279"	"MSI1"	120
"2280"	"MSK1"	84
"2281"	"MSL1"	74
"2282"	"MSL5"	79
"2283"	"MSM1"	48
"2284"	"MSN1"	85
"2285"	"MSN2"	148
"2286"	"MSN4"	111
"2287"	"MSN5"	276
"2288"	"MSO1"	64
"2289"	"MSP1"	52
"2290"	"MSR1"	8
"2291"	"MSS1"	194
"2292"	"MSS11"	57
"2293"	"MSS116"	50
"2294"	"MSS18"	112
"2295"	"MSS2"	54
"2296"	"MSS4"	88
"2297"	"MSS51"	69
"2298"	"MST1"	12
"2299"	"MST27"	61
"2300"	"MST28"	18
"2301"	"MSW1"	7
"2302"	"MTC1"	126
"2303"	"MTC2"	28
"2304"	"MTC4"	120
"2305"	"MTC5"	109
"2306"	"MTC6"	52
"2307"	"MTD1"	17
"2308"	"MTF1"	26
"2309"	"MTF2"	17
"2310"	"MTG2"	11
"2311"	"MTH1"	80
"2312"	"MTL1"	42
"2313"	"MTM1"	11
"2314"	"MTO1"	114
"2315"	"MTQ1"	10
"2316"	"MTQ2"	17
"2317"	"MTR10"	32
"2318"	"MTR2"	43
"2319"	"MTR3"	39
"2320"	"MTR4"	116
"2321"	"MTW1"	114
"2322"	"MUB1"	117
"2323"	"MUD1"	156
"2324"	"MUD2"	186
"2325"	"MUK1"	58
"2326"	"MUM2"	189
"2327"	"MUM3"	8
"2328"	"MUP1"	120
"2329"	"MUP3"	27
"2330"	"MUS81"	174
"2331"	"MVB12"	31
"2332"	"MVD1"	30
"2333"	"MVP1"	103
"2334"	"MXR1"	20
"2335"	"MXR2"	19
"2336"	"MYO1"	228
"2337"	"MYO2"	255
"2338"	"MYO3"	81
"2339"	"MYO4"	65
"2340"	"MYO5"	141
"2341"	"MZM1"	17
"2342"	"NAB2"	2365
"2343"	"NAB3"	130
"2344"	"NAB6"	53
"2345"	"NAF1"	101
"2346"	"NAM2"	37
"2347"	"NAM7"	600
"2348"	"NAM8"	123
"2349"	"NAM9"	42
"2350"	"NAN1"	68
"2351"	"NAP1"	316
"2352"	"NAR1"	13
"2353"	"NAS2"	37
"2354"	"NAS6"	60
"2355"	"NAT1"	268
"2356"	"NAT2"	21
"2357"	"NAT3"	24
"2358"	"NAT4"	40
"2359"	"NAT5"	27
"2360"	"NBA1"	51
"2361"	"NBL1"	6
"2362"	"NBP1"	37
"2363"	"NBP2"	385
"2364"	"NBP35"	18
"2365"	"NCA2"	60
"2366"	"NCA3"	12
"2367"	"NCB2"	53
"2368"	"NCE101"	60
"2369"	"NCE102"	34
"2370"	"NCE103"	9
"2371"	"NCL1"	101
"2372"	"NCP1"	60
"2373"	"NCR1"	96
"2374"	"NCS2"	85
"2375"	"NCS6"	153
"2376"	"NCW2"	9
"2377"	"NDC1"	60
"2378"	"NDC80"	110
"2379"	"NDD1"	22
"2380"	"NDE1"	59
"2381"	"NDE2"	44
"2382"	"NDI1"	39
"2383"	"NDJ1"	24
"2384"	"NDL1"	74
"2385"	"NDT80"	58
"2386"	"NEJ1"	39
"2387"	"NEL1"	12
"2388"	"NEM1"	144
"2389"	"NEO1"	96
"2390"	"NET1"	102
"2391"	"NEW1"	293
"2392"	"NFI1"	171
"2393"	"NFS1"	25
"2394"	"NFT1"	37
"2395"	"NFU1"	78
"2396"	"NGG1"	144
"2397"	"NGL2"	57
"2398"	"NGL3"	15
"2399"	"NGR1"	71
"2400"	"NHA1"	48
"2401"	"NHP10"	390
"2402"	"NHP2"	86
"2403"	"NHP6A"	153
"2404"	"NHP6B"	110
"2405"	"NHX1"	193
"2406"	"NIC96"	94
"2407"	"NIF3"	9
"2408"	"NIP1"	101
"2409"	"NIP100"	356
"2410"	"NIP7"	114
"2411"	"NIS1"	53
"2412"	"NIT2"	16
"2413"	"NIT3"	9
"2414"	"NKP1"	30
"2415"	"NKP2"	125
"2416"	"NMA1"	32
"2417"	"NMA111"	17
"2418"	"NMA2"	20
"2419"	"NMD2"	214
"2420"	"NMD3"	85
"2421"	"NMD5"	76
"2422"	"NME1"	16
"2423"	"NMT1"	47
"2424"	"NNF1"	139
"2425"	"NNF2"	212
"2426"	"NNK1"	97
"2427"	"NNT1"	27
"2428"	"NOB1"	90
"2429"	"NOC2"	130
"2430"	"NOC3"	116
"2431"	"NOC4"	118
"2432"	"NOG1"	171
"2433"	"NOG2"	101
"2434"	"NOP1"	273
"2435"	"NOP10"	29
"2436"	"NOP12"	230
"2437"	"NOP13"	89
"2438"	"NOP14"	95
"2439"	"NOP15"	247
"2440"	"NOP16"	67
"2441"	"NOP19"	19
"2442"	"NOP2"	154
"2443"	"NOP4"	128
"2444"	"NOP53"	155
"2445"	"NOP56"	146
"2446"	"NOP58"	234
"2447"	"NOP6"	120
"2448"	"NOP7"	175
"2449"	"NOP8"	42
"2450"	"NOP9"	75
"2451"	"NOT3"	132
"2452"	"NOT5"	76
"2453"	"NPA3"	68
"2454"	"NPL3"	1113
"2455"	"NPL4"	59
"2456"	"NPL6"	138
"2457"	"NPP1"	17
"2458"	"NPP2"	11
"2459"	"NPR1"	141
"2460"	"NPR2"	34
"2461"	"NPR3"	111
"2462"	"NPT1"	195
"2463"	"NPY1"	28
"2464"	"NQM1"	29
"2465"	"NRD1"	289
"2466"	"NRG1"	168
"2467"	"NRG2"	39
"2468"	"NRK1"	29
"2469"	"NRM1"	30
"2470"	"NRP1"	48
"2471"	"NRT1"	23
"2472"	"NSA1"	99
"2473"	"NSA2"	76
"2474"	"NSE1"	28
"2475"	"NSE3"	27
"2476"	"NSE4"	23
"2477"	"NSE5"	23
"2478"	"NSG1"	42
"2479"	"NSG2"	32
"2480"	"NSI1"	50
"2481"	"NSL1"	96
"2482"	"NSP1"	85
"2483"	"NSR1"	80
"2484"	"NST1"	171
"2485"	"NTA1"	23
"2486"	"NTC20"	44
"2487"	"NTE1"	28
"2488"	"NTF2"	25
"2489"	"NTG1"	45
"2490"	"NTG2"	50
"2491"	"NTH1"	67
"2492"	"NTH2"	40
"2493"	"NTO1"	79
"2494"	"NTR2"	66
"2495"	"NUC1"	48
"2496"	"NUD1"	42
"2497"	"NUF2"	148
"2498"	"NUG1"	186
"2499"	"NUM1"	278
"2500"	"NUP1"	90
"2501"	"NUP100"	104
"2502"	"NUP116"	172
"2503"	"NUP120"	230
"2504"	"NUP133"	405
"2505"	"NUP145"	61
"2506"	"NUP157"	75
"2507"	"NUP159"	102
"2508"	"NUP170"	199
"2509"	"NUP188"	287
"2510"	"NUP192"	66
"2511"	"NUP2"	111
"2512"	"NUP42"	109
"2513"	"NUP49"	70
"2514"	"NUP53"	124
"2515"	"NUP57"	174
"2516"	"NUP60"	295
"2517"	"NUP82"	72
"2518"	"NUP84"	282
"2519"	"NUP85"	53
"2520"	"NUR1"	35
"2521"	"NUS1"	56
"2522"	"NUT1"	285
"2523"	"NUT2"	47
"2524"	"NVJ1"	30
"2525"	"NVJ2"	29
"2526"	"NYV1"	78
"2527"	"OAC1"	41
"2528"	"OAF1"	50
"2529"	"OAF3"	27
"2530"	"OAR1"	173
"2531"	"OAZ1"	9
"2532"	"OCA1"	126
"2533"	"OCA2"	128
"2534"	"OCA4"	55
"2535"	"OCA5"	73
"2536"	"OCA6"	59
"2537"	"OCH1"	24
"2538"	"OCT1"	69
"2539"	"ODC1"	53
"2540"	"ODC2"	44
"2541"	"OGG1"	40
"2542"	"OKP1"	67
"2543"	"OLA1"	61
"2544"	"OLE1"	129
"2545"	"OLI1"	12
"2546"	"OM14"	42
"2547"	"OM45"	41
"2548"	"OMA1"	19
"2549"	"OMS1"	204
"2550"	"OPI1"	189
"2551"	"OPI3"	815
"2552"	"OPT1"	43
"2553"	"OPT2"	54
"2554"	"OPY1"	56
"2555"	"OPY2"	61
"2556"	"ORC1"	348
"2557"	"ORC2"	301
"2558"	"ORC3"	104
"2559"	"ORC4"	29
"2560"	"ORC5"	82
"2561"	"ORC6"	82
"2562"	"ORM1"	81
"2563"	"ORM2"	454
"2564"	"ORT1"	21
"2565"	"OSH2"	60
"2566"	"OSH3"	63
"2567"	"OSH6"	32
"2568"	"OSH7"	36
"2569"	"OSM1"	48
"2570"	"OST1"	112
"2571"	"OST2"	118
"2572"	"OST3"	267
"2573"	"OST4"	54
"2574"	"OST5"	109
"2575"	"OST6"	122
"2576"	"OSW5"	39
"2577"	"OTU1"	80
"2578"	"OXA1"	56
"2579"	"OXP1"	18
"2580"	"OXR1"	14
"2581"	"OYE2"	81
"2582"	"OYE3"	52
"2583"	"PAA1"	187
"2584"	"PAB1"	266
"2585"	"PAC1"	193
"2586"	"PAC10"	434
"2587"	"PAC11"	215
"2588"	"PAC2"	75
"2589"	"PAD1"	14
"2590"	"PAF1"	175
"2591"	"PAH1"	136
"2592"	"PAL1"	39
"2593"	"PAM1"	36
"2594"	"PAM16"	77
"2595"	"PAM17"	82
"2596"	"PAM18"	69
"2597"	"PAN1"	74
"2598"	"PAN2"	37
"2599"	"PAN3"	58
"2600"	"PAN5"	33
"2601"	"PAN6"	19
"2602"	"PAP1"	65
"2603"	"PAP2"	407
"2604"	"PAT1"	920
"2605"	"PAU10"	63
"2606"	"PAU11"	8
"2607"	"PAU12"	21
"2608"	"PAU13"	8
"2609"	"PAU15"	14
"2610"	"PAU17"	16
"2611"	"PAU2"	4
"2612"	"PAU4"	46
"2613"	"PBA1"	35
"2614"	"PBI1"	7
"2615"	"PBN1"	32
"2616"	"PBP1"	161
"2617"	"PBP2"	31
"2618"	"PBP4"	70
"2619"	"PBS2"	348
"2620"	"PBY1"	16
"2621"	"PCA1"	24
"2622"	"PCC1"	16
"2623"	"PCD1"	13
"2624"	"PCF11"	97
"2625"	"PCH2"	40
"2626"	"PCI8"	42
"2627"	"PCK1"	88
"2628"	"PCL1"	86
"2629"	"PCL10"	32
"2630"	"PCL2"	42
"2631"	"PCL5"	9
"2632"	"PCL6"	45
"2633"	"PCL7"	22
"2634"	"PCL8"	35
"2635"	"PCL9"	24
"2636"	"PCM1"	14
"2637"	"PCP1"	109
"2638"	"PCS60"	31
"2639"	"PCT1"	70
"2640"	"PDA1"	264
"2641"	"PDB1"	180
"2642"	"PDC1"	126
"2643"	"PDC2"	12
"2644"	"PDC5"	39
"2645"	"PDC6"	28
"2646"	"PDE1"	27
"2647"	"PDE2"	285
"2648"	"PDH1"	15
"2649"	"PDI1"	175
"2650"	"PDP3"	38
"2651"	"PDR1"	150
"2652"	"PDR10"	47
"2653"	"PDR11"	32
"2654"	"PDR12"	90
"2655"	"PDR15"	18
"2656"	"PDR16"	30
"2657"	"PDR17"	52
"2658"	"PDR18"	16
"2659"	"PDR3"	77
"2660"	"PDR5"	109
"2661"	"PDR8"	33
"2662"	"PDS1"	118
"2663"	"PDS5"	66
"2664"	"PDX1"	39
"2665"	"PDX3"	108
"2666"	"PEA2"	81
"2667"	"PEF1"	96
"2668"	"PEP1"	133
"2669"	"PEP12"	118
"2670"	"PEP3"	85
"2671"	"PEP4"	56
"2672"	"PEP5"	88
"2673"	"PEP7"	111
"2674"	"PEP8"	116
"2675"	"PER1"	262
"2676"	"PER33"	46
"2677"	"PES4"	20
"2678"	"PET10"	75
"2679"	"PET111"	13
"2680"	"PET112"	6
"2681"	"PET122"	116
"2682"	"PET123"	35
"2683"	"PET127"	58
"2684"	"PET130"	54
"2685"	"PET18"	13
"2686"	"PET191"	24
"2687"	"PET20"	76
"2688"	"PET309"	52
"2689"	"PET494"	12
"2690"	"PET54"	25
"2691"	"PET8"	156
"2692"	"PET9"	141
"2693"	"PEX1"	59
"2694"	"PEX10"	73
"2695"	"PEX11"	49
"2696"	"PEX12"	137
"2697"	"PEX13"	138
"2698"	"PEX14"	103
"2699"	"PEX15"	71
"2700"	"PEX17"	25
"2701"	"PEX18"	69
"2702"	"PEX19"	129
"2703"	"PEX2"	50
"2704"	"PEX21"	21
"2705"	"PEX22"	56
"2706"	"PEX25"	27
"2707"	"PEX27"	16
"2708"	"PEX28"	13
"2709"	"PEX29"	105
"2710"	"PEX3"	79
"2711"	"PEX30"	46
"2712"	"PEX31"	56
"2713"	"PEX32"	46
"2714"	"PEX34"	31
"2715"	"PEX4"	89
"2716"	"PEX5"	102
"2717"	"PEX6"	49
"2718"	"PEX7"	36
"2719"	"PEX8"	72
"2720"	"PFA3"	9
"2721"	"PFA4"	60
"2722"	"PFA5"	17
"2723"	"PFD1"	268
"2724"	"PFF1"	7
"2725"	"PFK1"	242
"2726"	"PFK2"	170
"2727"	"PFK26"	54
"2728"	"PFK27"	31
"2729"	"PFS1"	59
"2730"	"PFS2"	48
"2731"	"PFY1"	188
"2732"	"PGA1"	10
"2733"	"PGA2"	14
"2734"	"PGA3"	262
"2735"	"PGC1"	12
"2736"	"PGD1"	204
"2737"	"PGI1"	57
"2738"	"PGK1"	86
"2739"	"PGM1"	80
"2740"	"PGM2"	97
"2741"	"PGS1"	46
"2742"	"PGU1"	12
"2743"	"PHA2"	8
"2744"	"PHB1"	166
"2745"	"PHB2"	162
"2746"	"PHD1"	40
"2747"	"PHM7"	11
"2748"	"PHM8"	27
"2749"	"PHO12"	7
"2750"	"PHO13"	69
"2751"	"PHO2"	73
"2752"	"PHO23"	674
"2753"	"PHO3"	36
"2754"	"PHO4"	190
"2755"	"PHO5"	39
"2756"	"PHO8"	21
"2757"	"PHO80"	398
"2758"	"PHO81"	45
"2759"	"PHO84"	142
"2760"	"PHO85"	575
"2761"	"PHO86"	163
"2762"	"PHO87"	60
"2763"	"PHO88"	218
"2764"	"PHO89"	27
"2765"	"PHO90"	57
"2766"	"PHO91"	44
"2767"	"PHO92"	16
"2768"	"PHR1"	16
"2769"	"PHS1"	32
"2770"	"PIB1"	21
"2771"	"PIB2"	103
"2772"	"PIC2"	26
"2773"	"PIF1"	124
"2774"	"PIG1"	25
"2775"	"PIG2"	29
"2776"	"PIH1"	116
"2777"	"PIK1"	154
"2778"	"PIL1"	234
"2779"	"PIM1"	73
"2780"	"PIN2"	28
"2781"	"PIN3"	54
"2782"	"PIN4"	97
"2783"	"PIP2"	23
"2784"	"PIR1"	41
"2785"	"PIR3"	9
"2786"	"PIR5"	106
"2787"	"PIS1"	51
"2788"	"PKC1"	346
"2789"	"PKH1"	100
"2790"	"PKH2"	88
"2791"	"PKH3"	68
"2792"	"PKP1"	33
"2793"	"PKP2"	117
"2794"	"PKR1"	314
"2795"	"PLB1"	22
"2796"	"PLB2"	54
"2797"	"PLB3"	59
"2798"	"PLC1"	103
"2799"	"PLM2"	80
"2800"	"PLP2"	29
"2801"	"PMA1"	302
"2802"	"PMA2"	124
"2803"	"PMC1"	61
"2804"	"PMD1"	26
"2805"	"PMI40"	19
"2806"	"PML1"	58
"2807"	"PML39"	59
"2808"	"PMP1"	57
"2809"	"PMP2"	43
"2810"	"PMP3"	238
"2811"	"PMR1"	716
"2812"	"PMS1"	64
"2813"	"PMT1"	212
"2814"	"PMT2"	242
"2815"	"PMT3"	31
"2816"	"PMT4"	99
"2817"	"PMT5"	29
"2818"	"PMT6"	65
"2819"	"PMT7"	49
"2820"	"PMU1"	12
"2821"	"PNC1"	46
"2822"	"PNG1"	22
"2823"	"PNO1"	35
"2824"	"PNP1"	11
"2825"	"PNS1"	20
"2826"	"PNT1"	80
"2827"	"POA1"	14
"2828"	"POB3"	224
"2829"	"POC4"	82
"2830"	"POF1"	7
"2831"	"POG1"	47
"2832"	"POL1"	214
"2833"	"POL12"	108
"2834"	"POL2"	376
"2835"	"POL3"	222
"2836"	"POL30"	266
"2837"	"POL31"	47
"2838"	"POL32"	407
"2839"	"POL4"	25
"2840"	"POL5"	81
"2841"	"POM152"	117
"2842"	"POM33"	70
"2843"	"POM34"	120
"2844"	"POP1"	39
"2845"	"POP2"	291
"2846"	"POP3"	38
"2847"	"POP4"	205
"2848"	"POP5"	27
"2849"	"POP6"	21
"2850"	"POP7"	116
"2851"	"POP8"	118
"2852"	"POR1"	231
"2853"	"POR2"	18
"2854"	"POS5"	50
"2855"	"POT1"	73
"2856"	"POX1"	63
"2857"	"PPA2"	382
"2858"	"PPE1"	34
"2859"	"PPG1"	100
"2860"	"PPH21"	170
"2861"	"PPH22"	115
"2862"	"PPH3"	243
"2863"	"PPM1"	129
"2864"	"PPQ1"	49
"2865"	"PPR1"	38
"2866"	"PPS1"	23
"2867"	"PPT1"	33
"2868"	"PPT2"	164
"2869"	"PPX1"	14
"2870"	"PPZ1"	212
"2871"	"PPZ2"	57
"2872"	"PRB1"	81
"2873"	"PRC1"	40
"2874"	"PRD1"	7
"2875"	"PRE1"	165
"2876"	"PRE10"	121
"2877"	"PRE2"	151
"2878"	"PRE3"	100
"2879"	"PRE4"	99
"2880"	"PRE5"	110
"2881"	"PRE6"	138
"2882"	"PRE7"	61
"2883"	"PRE8"	86
"2884"	"PRE9"	411
"2885"	"PRI1"	155
"2886"	"PRI2"	42
"2887"	"PRK1"	146
"2888"	"PRM1"	18
"2889"	"PRM10"	18
"2890"	"PRM3"	27
"2891"	"PRM4"	28
"2892"	"PRM6"	33
"2893"	"PRM7"	65
"2894"	"PRM8"	28
"2895"	"PRM9"	22
"2896"	"PRO1"	30
"2897"	"PRO2"	32
"2898"	"PRO3"	36
"2899"	"PRP11"	108
"2900"	"PRP16"	148
"2901"	"PRP18"	49
"2902"	"PRP19"	196
"2903"	"PRP2"	90
"2904"	"PRP21"	103
"2905"	"PRP22"	183
"2906"	"PRP24"	40
"2907"	"PRP28"	85
"2908"	"PRP3"	56
"2909"	"PRP31"	96
"2910"	"PRP38"	38
"2911"	"PRP39"	40
"2912"	"PRP4"	316
"2913"	"PRP40"	146
"2914"	"PRP42"	42
"2915"	"PRP43"	204
"2916"	"PRP45"	94
"2917"	"PRP46"	68
"2918"	"PRP5"	21
"2919"	"PRP6"	125
"2920"	"PRP8"	159
"2921"	"PRP9"	60
"2922"	"PRR1"	84
"2923"	"PRR2"	62
"2924"	"PRS1"	44
"2925"	"PRS2"	19
"2926"	"PRS3"	50
"2927"	"PRS4"	38
"2928"	"PRS5"	65
"2929"	"PRT1"	133
"2930"	"PRX1"	58
"2931"	"PRY1"	29
"2932"	"PRY3"	20
"2933"	"PSA1"	138
"2934"	"PSD1"	448
"2935"	"PSD2"	152
"2936"	"PSE1"	181
"2937"	"PSF1"	88
"2938"	"PSF2"	34
"2939"	"PSF3"	27
"2940"	"PSH1"	147
"2941"	"PSK1"	77
"2942"	"PSK2"	133
"2943"	"PSO2"	36
"2944"	"PSP1"	75
"2945"	"PSP2"	73
"2946"	"PSR1"	44
"2947"	"PSR2"	30
"2948"	"PST1"	14
"2949"	"PST2"	86
"2950"	"PSY2"	133
"2951"	"PSY3"	58
"2952"	"PSY4"	43
"2953"	"PTA1"	125
"2954"	"PTC1"	525
"2955"	"PTC2"	156
"2956"	"PTC3"	50
"2957"	"PTC4"	88
"2958"	"PTC5"	47
"2959"	"PTC6"	78
"2960"	"PTC7"	38
"2961"	"PTH1"	174
"2962"	"PTH2"	44
"2963"	"PTI1"	59
"2964"	"PTK1"	110
"2965"	"PTK2"	431
"2966"	"PTM1"	41
"2967"	"PTP1"	75
"2968"	"PTP2"	57
"2969"	"PTP3"	96
"2970"	"PTR2"	40
"2971"	"PTR3"	75
"2972"	"PUB1"	140
"2973"	"PUF2"	38
"2974"	"PUF3"	1703
"2975"	"PUF4"	102
"2976"	"PUF6"	159
"2977"	"PUN1"	19
"2978"	"PUP1"	81
"2979"	"PUP2"	89
"2980"	"PUP3"	33
"2981"	"PUS1"	46
"2982"	"PUS2"	31
"2983"	"PUS4"	34
"2984"	"PUS5"	46
"2985"	"PUS6"	8
"2986"	"PUS7"	54
"2987"	"PUS9"	36
"2988"	"PUT1"	18
"2989"	"PUT2"	25
"2990"	"PUT3"	34
"2991"	"PUT4"	33
"2992"	"PWP1"	106
"2993"	"PWP2"	143
"2994"	"PXA1"	83
"2995"	"PXA2"	73
"2996"	"PXL1"	21
"2997"	"PXP1"	67
"2998"	"PXR1"	36
"2999"	"PYC1"	35
"3000"	"PYC2"	90
"3001"	"PYK2"	25
"3002"	"PZF1"	22
"3003"	"QCR10"	60
"3004"	"QCR2"	177
"3005"	"QCR6"	84
"3006"	"QCR7"	68
"3007"	"QCR8"	207
"3008"	"QCR9"	149
"3009"	"QDR1"	21
"3010"	"QDR2"	39
"3011"	"QDR3"	14
"3012"	"QNS1"	29
"3013"	"QRI1"	61
"3014"	"QRI7"	39
"3015"	"RAD1"	212
"3016"	"RAD10"	70
"3017"	"RAD14"	172
"3018"	"RAD16"	73
"3019"	"RAD17"	170
"3020"	"RAD18"	258
"3021"	"RAD2"	53
"3022"	"RAD23"	212
"3023"	"RAD24"	195
"3024"	"RAD26"	119
"3025"	"RAD27"	517
"3026"	"RAD28"	10
"3027"	"RAD3"	174
"3028"	"RAD30"	102
"3029"	"RAD33"	28
"3030"	"RAD34"	37
"3031"	"RAD4"	159
"3032"	"RAD5"	232
"3033"	"RAD50"	360
"3034"	"RAD51"	518
"3035"	"RAD52"	558
"3036"	"RAD53"	396
"3037"	"RAD54"	257
"3038"	"RAD55"	215
"3039"	"RAD57"	195
"3040"	"RAD59"	114
"3041"	"RAD6"	443
"3042"	"RAD61"	122
"3043"	"RAD7"	71
"3044"	"RAD9"	411
"3045"	"RAI1"	69
"3046"	"RAM1"	48
"3047"	"RAM2"	25
"3048"	"RAP1"	288
"3049"	"RAS1"	53
"3050"	"RAS2"	336
"3051"	"RAT1"	61
"3052"	"RAV1"	156
"3053"	"RAV2"	104
"3054"	"RAX1"	15
"3055"	"RAX2"	49
"3056"	"RBD2"	86
"3057"	"RBG1"	41
